Rank,Name,Poss,Offense,Defense,Above Avg,Above Rep,off/100,Def/100,Ovr/100
932,Shawne Williams,10078.5,-48.8,-80.1,-129.1,72.4,-0.48,-0.79,-1.28
933,Steve Henson,170.9,-1,-1.2,-2.2,1.2,-0.59,-0.69,-1.28
934,Julius Hodge,188.5,-1.4,-1,-2.4,1.4,-0.76,-0.53,-1.28
935,Josh Childress,20225,134.5,-388.3,-259.5,145,0.66,-1.92,-1.28
936,Junior Harrington,5811,-149.3,74.6,-74.6,41.6,-2.57,1.28,-1.28
937,Shawn Respert,2979.8,-5.3,-33.1,-38.4,21.2,-0.18,-1.11,-1.29
938,Cal Bowdler,2711,-5.6,-28.1,-35,19.2,-0.2,-1.04,-1.29
939,Jermaine Jackson,2541.1,-13.2,-19.8,-32.8,18,-0.52,-0.78,-1.29
940,Chris Gatling,15229.6,-1.4,-198.4,-197,107.6,-0.01,-1.3,-1.29
941,A.C. Green,18726.4,-343.9,101,-242.7,131.8,-1.84,0.54,-1.3
942,Ernest Brown,38,-0.3,-0.2,-0.5,0.3,-0.82,-0.58,-1.3
943,Renaldo Major,59,-0.4,-0.3,-0.8,0.4,-0.72,-0.58,-1.3
944,Carrick Felix,113,-0.9,-0.7,-1.5,0.8,-0.8,-0.6,-1.3
945,Ricky Ledo,129,-1.4,-0.3,-1.7,0.9,-1.1,-0.2,-1.3
946,Vernon Macklin,267.5,-1.1,-2.1,-3.5,1.9,-0.41,-0.79,-1.3
947,Predrag Savovic,501.5,-7.6,1,-6.5,3.5,-1.51,0.2,-1.3
948,Solomon Hill,566,-1.1,-6.2,-7.4,4,-0.2,-1.1,-1.3
949,James Nunnally,208,-1.9,-0.6,-2.7,1.5,-0.9,-0.3,-1.3
950,Chucky Brown,9120,-5,-113.8,-119,63.4,-0.06,-1.25,-1.3
951,Blue Edwards,7073.9,-22.8,-69.6,-92.4,49.1,-0.32,-0.98,-1.31
952,Chris Douglas-Roberts,8139,-123.2,13,-106.6,56.2,-1.51,0.16,-1.31
953,Don MacLean,2740.6,8.4,-44.4,-35.9,18.9,0.3,-1.62,-1.31
954,Eric Gordon,23214.5,164.1,-460.6,-305.5,158.8,0.71,-1.98,-1.32
955,Eddie House,24723,-279.3,-50,-326.3,168.2,-1.13,-0.2,-1.32
956,Aron Baynes,1463,-17.3,-2,-19.3,9.9,-1.18,-0.14,-1.32
957,Dean Oliver,483.5,-3.8,-2.7,-6.4,3.3,-0.78,-0.56,-1.33
958,Khris Middleton,7248,109.8,-206.5,-96.7,48.2,1.51,-2.85,-1.33
959,Alvin Williams,25111,-152.1,-178.2,-335.8,166.4,-0.61,-0.71,-1.34
960,Travis Outlaw,24910,-151.1,-177.9,-333.4,164.8,-0.61,-0.71,-1.34
961,Donnie Boyce,317.9,-3.3,-1,-4.3,2.1,-1.04,-0.3,-1.34
962,Tyrone Nesby,12858.7,27.1,-197,-172.9,84.2,0.21,-1.53,-1.34
963,Andres Nocioni,24695.5,6.2,-341.2,-333.4,160.5,0.03,-1.38,-1.35
964,Andrew Nicholson,5570,-160.2,84.7,-75.5,35.9,-2.88,1.52,-1.36
965,Sasha Pavlovic,18130,-140.2,-97.1,-245.8,116.8,-0.77,-0.54,-1.36
966,Jarvis Varnado,283,-4.8,0.9,-3.8,1.8,-1.69,0.33,-1.36
967,Bill Wennington,3566.1,-45.9,-2.4,-48.4,22.9,-1.29,-0.07,-1.36
968,Daniel Ewing,3153.5,-53,10.5,-42.8,20.2,-1.68,0.33,-1.36
969,Patrick O'Bryant,1066,-9.8,-4.2,-14.5,6.8,-0.92,-0.4,-1.36
970,Antonio Burks,1432.5,-12.8,-6.7,-19.6,9.1,-0.89,-0.47,-1.37
971,Carlos Arroyo,20289.5,-152.9,-126.5,-277.8,128,-0.75,-0.62,-1.37
972,Tracy Moore,485,-0.4,-6.2,-6.6,3.1,-0.09,-1.28,-1.37
973,Loren Woods,4553,-52.7,-10.4,-62.4,28.6,-1.16,-0.23,-1.37
974,Linton Johnson,4014.5,-55.2,1.6,-55.2,25.1,-1.38,0.04,-1.37
975,Jeremy Lamb,5311,-39.2,-33.9,-73,33.2,-0.74,-0.64,-1.38
976,Jason Williams,49118,16.1,-696.3,-676.4,306,0.03,-1.42,-1.38
977,Chris Kaman,35898.5,-812.6,317.3,-494.7,223.2,-2.26,0.88,-1.38
978,Lorenzo Williams,919.5,-3.4,-9.3,-12.7,5.7,-0.37,-1.01,-1.38
979,Calvin Booth,8855.9,-136.4,15.6,-122.4,54.7,-1.54,0.18,-1.38
980,Charles Shackleford,696,-15.7,5.9,-9.7,4.2,-2.25,0.85,-1.39
981,Kris Humphries,22574,-216.4,-93.8,-314.1,137.4,-0.96,-0.42,-1.39
982,Alando Tucker,848.5,-3.5,-8.5,-11.8,5.1,-0.41,-1.01,-1.39
983,Jeremy Evans,5069,-47,-23.7,-70.7,30.6,-0.93,-0.47,-1.4
984,Stacey King,199,-2.8,0,-2.8,1.2,-1.39,-0.01,-1.4
985,Rick Brunson,8573.7,-58.1,-61.4,-120.2,51.3,-0.68,-0.72,-1.4
986,Zarko Cabarkapa,3001,-21.3,-24,-42.3,17.7,-0.71,-0.8,-1.41
987,Jalen Rose,49483,-77.2,-620.5,-698,291.7,-0.16,-1.25,-1.41
988,Larry Robinson,1317,-3.3,-15.3,-18.6,7.7,-0.25,-1.16,-1.42
989,Clifford Rozier,1475.6,-5.4,-15.3,-20.9,8.6,-0.37,-1.04,-1.42
990,Markieff Morris,11514.5,-123.4,-40,-163.6,66.7,-1.07,-0.35,-1.42
991,Malik Sealy,14605.8,-244.9,38.1,-207.6,84.5,-1.68,0.26,-1.42
992,Shareef Abdur-Rahim,55645.1,50.2,-842.1,-791.6,321.3,0.09,-1.51,-1.42
993,Stromile Swift,20785.5,-213.4,-82.7,-295.9,119.8,-1.03,-0.4,-1.42
994,DeJuan Wheat,1414.4,-10.6,-9.5,-20.2,8.1,-0.75,-0.67,-1.43
995,Jeff Adrien,3314,-27.8,-19.4,-47.3,18.9,-0.84,-0.59,-1.43
996,Darko Milicic,16890,-304.3,61.4,-241.7,96.1,-1.8,0.36,-1.43
997,Kevin Edwards,3163.7,-17,-28.4,-45.3,18,-0.54,-0.9,-1.43
998,Keith McLeod,6955.5,-92.7,-9.1,-99.7,39.4,-1.33,-0.13,-1.43
999,Cory Alexander,8264.3,-51.8,-66.8,-118.4,46.9,-0.63,-0.81,-1.43
1000,Marc Jackson,14827,-94.3,-122.4,-212.6,83.9,-0.64,-0.83,-1.43
1001,Antonio Harvey,640.8,-4.9,-4.2,-9.2,3.6,-0.76,-0.66,-1.44
1002,Jose Calderon,37917,218,-746.4,-547.1,211.2,0.57,-1.97,-1.44
1003,Cheikh Samb,219.5,-2,-1,-3.2,1.2,-0.91,-0.45,-1.45
1004,Kirk Haston,282.5,-3,-1.1,-4.1,1.6,-1.06,-0.39,-1.45
1005,Willie Anderson,783,-2.7,-8.7,-11.4,4.3,-0.34,-1.11,-1.45
1006,Joel Anthony,13656.5,-274.2,82.7,-198.1,75,-2.01,0.61,-1.45
1007,Elliot Perry,9691.1,-115.9,-24.5,-140.8,53.1,-1.2,-0.25,-1.45
1008,Bostjan Nachbar,11182.5,-20.8,-142.8,-163.6,60,-0.19,-1.28,-1.46
1009,Theron Smith,1298,-12.1,-6.8,-19,7,-0.93,-0.53,-1.46
1010,Alexey Shved,5449,-75.7,-2.1,-79.9,29,-1.39,-0.04,-1.47
1011,O.J. Mayo,29948,-39.7,-398.9,-440,158.9,-0.13,-1.33,-1.47
1012,Donald Whiteside,540,-3.6,-4.4,-7.9,2.9,-0.66,-0.81,-1.47
1013,John Long,733.5,-12.9,2.1,-10.8,3.9,-1.76,0.28,-1.47
1014,Mario West,1692,-13.3,-11.2,-24.9,8.9,-0.79,-0.66,-1.47
1015,Trevor Booker,9831.5,35.2,-176.5,-145.4,51.3,0.36,-1.79,-1.48
1016,Monty Williams,13985,-248.7,42.2,-207.1,72.6,-1.78,0.3,-1.48
1017,Roshown McLeod,4174.3,-49.1,-12.9,-62,21.5,-1.18,-0.31,-1.49
1018,Ledell Eackles,1084.2,-18.8,2.6,-16.2,5.5,-1.73,0.24,-1.49
1019,Milt Palacio,15912.7,-229.5,-8.5,-237.2,81.1,-1.44,-0.05,-1.49
1020,Antoine Walker,66101.1,-39.4,-945.4,-987,335.1,-0.06,-1.43,-1.49
1021,Tyrus Thomas,15857,-344.8,110.3,-237.8,79.3,-2.17,0.7,-1.5
1022,Britton Johnsen,673,-6.8,-3.3,-10.1,3.4,-1.01,-0.49,-1.5
1023,Vander Blue,58,-0.7,-0.2,-0.9,0.3,-1.2,-0.3,-1.5
1024,Sean Colson,93,-0.7,-0.7,-1.4,0.5,-0.79,-0.71,-1.5
1025,Devin Green,252,-0.2,-3.3,-3.8,1.3,-0.1,-1.32,-1.5
1026,Jerome Dyson,327,-5.5,0.7,-4.9,1.6,-1.69,0.2,-1.5
1027,Cedric Bozeman,376,-6.7,1.5,-5.6,1.9,-1.79,0.4,-1.5
1028,Robert Whaley,390.5,-3.9,-1.6,-5.9,2,-0.99,-0.4,-1.5
1029,Lynn Greer,820.5,-5.7,-6.6,-12.3,4.1,-0.7,-0.8,-1.5
1030,Miroslav Raduljica,1591,-15.9,-6.4,-23.9,8,-1,-0.4,-1.5
1031,Phil Pressey,2939,-50,5.9,-44.1,14.7,-1.7,0.2,-1.5
1032,Chuck Person,5677.7,-27.5,-58,-85.5,28.1,-0.48,-1.02,-1.51
1033,Mickael Pietrus,26125.5,-342.1,-50.6,-395.3,127.2,-1.31,-0.19,-1.51
1034,Corie Blount,15563,-192.6,-42.7,-235.5,75.8,-1.24,-0.27,-1.51
1035,Jim Jackson,41275.9,-284.1,-333.2,-626.5,199,-0.69,-0.81,-1.52
1036,Juan Dixon,16648,-52.1,-198.6,-252.7,80.2,-0.31,-1.19,-1.52
1037,Bobby Jones,1668,-33.1,7.7,-25.3,8,-1.98,0.46,-1.52
1038,Gerard King,3602.5,-45.2,-9.5,-54.7,17.3,-1.25,-0.26,-1.52
1039,Fabricio Oberto,10503,-23.4,-131.7,-159.6,50.5,-0.22,-1.25,-1.52
1040,Jeff Nordgaard,103.8,-0.4,-1.2,-1.6,0.5,-0.34,-1.18,-1.52
1041,Clar. Weatherspoon,11350.5,-197.5,24.9,-172.6,54.4,-1.74,0.22,-1.52
1042,Steven Hunter,12006.5,-179.8,0.6,-182.6,57.6,-1.5,0,-1.52
1043,Cherokee Parks,12803.5,-85.1,-110.8,-194.7,61.3,-0.66,-0.87,-1.52
1044,Kevin Seraphin,8309,-195.9,71.3,-126.6,39.6,-2.36,0.86,-1.52
1045,Etan Thomas,14040,-182.8,-30.1,-214.3,66.5,-1.3,-0.21,-1.53
1046,Curtis Borchardt,2019.5,-18.9,-11.5,-30.9,9.5,-0.94,-0.57,-1.53
1047,Damion James,1087,-20.9,4.4,-16.6,5.1,-1.92,0.4,-1.53
1048,Desmon Farmer,160.5,-1,-1.5,-2.5,0.7,-0.61,-0.93,-1.53
1049,Rusty LaRue,3054.7,-10.7,-36.2,-46.9,14.2,-0.35,-1.19,-1.53
1050,Will Solomon,3031.5,-32.6,-14,-46.6,14,-1.07,-0.46,-1.54
1051,Francisco Elson,14410,-339.7,122.4,-221.9,66.3,-2.36,0.85,-1.54
1052,Michael Doleac,17333.3,-180,-86.5,-267.6,79.1,-1.04,-0.5,-1.54
1053,Joey Graham,12025,-134.8,-51.1,-186.7,53.8,-1.12,-0.43,-1.55
1054,Ike Austin,8962.1,-110.2,-29.1,-139.3,40,-1.23,-0.32,-1.55
1055,Bryant Stith,14694.7,-164.8,-64.4,-229,64.9,-1.12,-0.44,-1.56
1056,Rodrigue Beaubois,5768.5,-45.4,-42.3,-89.9,25.5,-0.79,-0.73,-1.56
1057,Kevin Gamble,1861.4,-3,-26.2,-29,8.2,-0.16,-1.41,-1.56
1058,Pops Mensah-Bonsu,1010.5,-13.8,-1.7,-15.8,4.4,-1.37,-0.17,-1.56
1059,Michael Curry,24485.9,-522,147.6,-382.5,107.2,-2.13,0.6,-1.56
1060,Ira Newble,14558.5,-155.7,-68.1,-227.4,63.7,-1.07,-0.47,-1.56
1061,Eric Mobley,582.6,-7.2,-2,-9.1,2.5,-1.23,-0.34,-1.57
1062,Herb Williams,818.4,-11.8,-1.1,-12.9,3.5,-1.44,-0.14,-1.58
1063,Brook Lopez,21796,-141.7,-206,-346.1,89.8,-0.65,-0.94,-1.59
1064,Lawrence Moten,2373,-31.5,-6.2,-37.7,9.7,-1.33,-0.26,-1.59
1065,Tierre Brown,3069,-48.4,-1.1,-48.8,12.6,-1.58,-0.03,-1.59
1066,Kaniel Dickens,148.5,-1.1,-1.2,-2.4,0.6,-0.73,-0.84,-1.59
1067,Dale Ellis,13261,157.1,-368,-210.9,54.4,1.18,-2.78,-1.59
1068,Andre Emmett,126.5,-1,-0.9,-2,0.5,-0.81,-0.72,-1.59
1069,Troy Daniels,30,-0.3,-0.2,-0.5,0.1,-0.9,-0.7,-1.6
1070,Adam Harrington,206.5,-0.6,-2.7,-3.3,0.8,-0.3,-1.3,-1.6
1071,Ken Norman,435.7,-9.2,2.2,-7,1.7,-2.11,0.51,-1.6
1072,Chris Porter,2252,0,-36,-36,9,0,-1.6,-1.6
1073,Ira Bowman,135.8,-1.2,-1,-2.2,0.5,-0.87,-0.7,-1.6
1074,Dante Cunningham,14822.5,-225.9,-13.3,-238.4,58,-1.52,-0.09,-1.61
1075,Troy Hudson,22528.6,15.9,-380,-363.4,87.1,0.07,-1.69,-1.61
1076,Marcus Morris,8412.5,-85,-45.6,-135.9,32.4,-1.01,-0.54,-1.62
1077,Austin Croshere,24013,-171.7,-218.9,-388,92.3,-0.72,-0.91,-1.62
1078,Oscar Torres,2184.5,-18.5,-16.7,-35.3,8.4,-0.85,-0.76,-1.62
1079,Brian Scalabrine,13467,-198.6,-18.4,-218.2,51.1,-1.47,-0.14,-1.62
1080,Shammond Williams,10697.9,-60.6,-113,-173.6,40.3,-0.57,-1.06,-1.62
1081,Darius Miller,2323,-40.8,3.1,-37.7,8.7,-1.76,0.13,-1.62
1082,Glen Davis,23347,-414.3,43.2,-379.9,87,-1.77,0.18,-1.63
1083,Marcus Thornton,18407.5,-78.1,-221.6,-299.9,68.3,-0.42,-1.2,-1.63
1084,Ben Uzoh,1475.5,-19.3,-3.3,-24.1,5.4,-1.31,-0.22,-1.63
1085,David Vaughn,1762.7,-46.1,17.3,-28.9,6.4,-2.62,0.98,-1.64
1086,Tarence Kinsey,2665.5,-34,-9.7,-43.8,9.5,-1.27,-0.36,-1.64
1087,Francisco Garcia,23718.5,-367.3,-23.2,-391.3,83,-1.55,-0.1,-1.65
1088,Harold Ellis,672.7,-3,-8.1,-11.1,2.4,-0.45,-1.2,-1.65
1089,Terry Davis,4839,-80.9,0.6,-80,16.8,-1.67,0.01,-1.65
1090,Marcus Haislip,1677,-14.9,-13.3,-27.8,5.8,-0.89,-0.79,-1.66
1091,Luke Ridnour,41613.5,-201.3,-484.6,-689.1,143.1,-0.48,-1.16,-1.66
1092,Ronald Dupree,3414.5,-29.5,-24.7,-56.6,11.7,-0.87,-0.72,-1.66
1093,Stanislav Medvedenko,6954.5,-124.3,7.3,-115.8,23.3,-1.79,0.1,-1.66
1094,Diante Garrett,3174,-40.9,-12,-52.9,10.5,-1.29,-0.38,-1.67
1095,John Salmons,47384,-671.9,-114.9,-790.3,157.4,-1.42,-0.24,-1.67
1096,Andre Owens,1163.5,-16.3,-2.3,-19.4,3.9,-1.4,-0.2,-1.67
1097,Predrag Drobnjak,10444.5,-114.1,-58.9,-174.6,34.3,-1.09,-0.56,-1.67
1098,Nick Young,24189,-296.4,-108.5,-404.3,79.5,-1.23,-0.45,-1.67
1099,Jayson Williams,9634.5,-215.9,54.6,-161.3,31.4,-2.24,0.57,-1.67
1100,Dwayne Jones,1251.5,-11.5,-9.3,-21,4.1,-0.92,-0.74,-1.67
1101,Julyan Stone,861,-6.2,-7.4,-14.4,2.8,-0.72,-0.86,-1.68
1102,Josh Boone,8686,-55,-93,-146.1,27.6,-0.63,-1.07,-1.68
1103,Jose Barea,20787,-206,-144,-350.7,65.1,-0.99,-0.69,-1.69
1104,Mardy Collins,5286,-103.8,16.4,-89.2,16.5,-1.96,0.31,-1.69
1105,Sean Rooks,13147.5,-184.7,-37.8,-222.6,40.3,-1.41,-0.29,-1.69
1106,Andray Blatche,24876.5,-373.4,-49.1,-421.2,76.3,-1.5,-0.2,-1.69
1107,Mickael Gelabale,4505.5,-48.9,-26.5,-76.3,13.8,-1.09,-0.59,-1.69
1108,Alan Anderson,10127,-84,-87.2,-172.1,30.4,-0.83,-0.86,-1.7
1109,Keith Benson,15.5,-0.1,-0.1,-0.3,0,-0.77,-0.83,-1.7
1110,James Lang,99,-0.7,-1,-1.7,0.3,-0.71,-0.99,-1.7
1111,Steven Hill,5.5,-0.1,0,-0.1,0,-0.98,-0.73,-1.7
1112,Joe Crawford,41.5,-0.5,-0.3,-0.7,0.1,-1.09,-0.61,-1.7
1113,Darington Hobson,73.5,-0.7,-0.5,-1.2,0.2,-0.98,-0.61,-1.7
1114,Jeff Foote,74,-0.7,-0.6,-1.3,0.2,-0.9,-0.8,-1.7
1115,Mychel Thompson,171,-1.5,-1.2,-2.9,0.5,-0.9,-0.7,-1.7
1116,Marcus Landry,216,-1.3,-2.4,-3.7,0.6,-0.6,-1.11,-1.7
1117,Joe Crispin,299,-2.4,-2.7,-5.1,0.9,-0.81,-0.89,-1.7
1118,Gerald Fitch,461.5,-5.1,-2.8,-7.8,1.4,-1.1,-0.6,-1.7
1119,Brandon Davies,1696,-18.7,-10.2,-28.8,5.1,-1.1,-0.6,-1.7
1120,Kelly Olynyk,3712,-18.6,-44.5,-63.1,11.1,-0.5,-1.2,-1.7
1121,Stephane Lasme,529,-6.3,-2.7,-9,1.6,-1.2,-0.5,-1.7
1122,Olden Polynice,18493.4,-260.8,-50.9,-314.7,55.1,-1.41,-0.28,-1.7
1123,Eric Maynor,8087.5,-125.1,-11.4,-137.7,24,-1.55,-0.14,-1.7
1124,Donell Taylor,1610.5,-32.4,5.1,-27.4,4.8,-2.01,0.32,-1.7
1125,Anthony Johnson,32062.5,-416.2,-129.2,-546.3,94.9,-1.3,-0.4,-1.7
1126,Amal McCaskill,1795.1,-8.5,-22.2,-30.6,5.3,-0.47,-1.24,-1.71
1127,Daequan Cook,11952.5,-140.9,-59,-204,35.1,-1.18,-0.49,-1.71
1128,Hubert Davis,18340,122.5,-431.8,-313.6,53.2,0.67,-2.35,-1.71
1129,Tom Hammonds,8217.6,-7,-133.5,-140.7,23.7,-0.08,-1.62,-1.71
1130,Ryan Gomes,25990,-166,-270.5,-446,73.8,-0.64,-1.04,-1.72
1131,Pooh Richardson,4876.1,-80.6,-3.1,-83.8,13.7,-1.65,-0.06,-1.72
1132,Chris Mihm,16855.5,-314.8,24.5,-289.8,47.3,-1.87,0.15,-1.72
1133,Jason Caffey,17297,-170.8,-126,-298.1,47.8,-0.99,-0.73,-1.72
1134,Charles Smith,4452.3,-66,-8.5,-76.7,12.3,-1.48,-0.19,-1.72
1135,Juwan Howard,60667.2,-582.1,-457.2,-1047.8,165.6,-0.96,-0.75,-1.73
1136,Maciej Lampe,1195.5,-8.1,-12.6,-20.7,3.2,-0.68,-1.06,-1.73
1137,Pete Myers,74.8,-0.9,-0.4,-1.3,0.2,-1.24,-0.5,-1.74
1138,Jarvis Hayes,19284,-157.4,-177,-336.2,49.5,-0.82,-0.92,-1.74
1139,Zoran Planinic,2895.5,-50.7,1.3,-50.5,7.4,-1.75,0.05,-1.74
1140,Acie Earl,972.1,-19.8,2.8,-17,2.4,-2.04,0.29,-1.75
1141,Isaac Austin,6623.5,-72.9,-43,-116.1,16.4,-1.1,-0.65,-1.75
1142,Brandon Bass,27521.5,-438.1,-43.2,-482.7,67.7,-1.59,-0.16,-1.75
1143,Dijon Thompson,182,-1.5,-1.7,-3.2,0.4,-0.84,-0.91,-1.75
1144,Charlie Villanueva,23383.5,118.5,-522.9,-413.1,54.6,0.51,-2.24,-1.77
1145,Ricky Davis,43023.9,-339.2,-412.1,-762.3,98.2,-0.79,-0.96,-1.77
1146,Gary Trent,16912.9,-18.9,-278.3,-300,38.3,-0.11,-1.65,-1.77
1147,Bruno Sundov,1046.6,-9.8,-8.5,-18.6,2.4,-0.94,-0.81,-1.77
1148,Xavier Henry,6236,-106.5,-4.3,-110.8,13.9,-1.71,-0.07,-1.78
1149,Anthony Carter,24837.1,-397.2,-44.9,-441.8,54.9,-1.6,-0.18,-1.78
1150,Thomas Hamilton,534.3,-2.6,-6.8,-9.5,1.2,-0.49,-1.28,-1.78
1151,Brad Lohaus,291.2,-2.8,-2.3,-5.2,0.6,-0.97,-0.8,-1.78
1152,John Coker,264.3,-2.6,-2.1,-4.7,0.6,-1,-0.8,-1.78
1153,Yaroslav Korolev,331.5,-4.2,-1.7,-5.9,0.7,-1.26,-0.52,-1.78
1154,Yakhouba Diawara,5201,-151.5,62.9,-92.7,11.3,-2.91,1.21,-1.78
1155,Quincy Lewis,3820.4,-71.1,2.8,-68.3,8.1,-1.86,0.07,-1.79
1156,Jason Kapono,17730,-235.4,-85,-317,37.6,-1.33,-0.48,-1.79
1157,Alton Lister,1140.8,-12.1,-8.2,-20.4,2.4,-1.06,-0.72,-1.79
1158,Gerald Henderson,17808,-297.7,-14.1,-319,37.2,-1.67,-0.08,-1.79
1159,Chris Herren,1978.6,-4.5,-30.9,-35.4,4.1,-0.23,-1.56,-1.79
1160,Larry Owens,416,-5.6,-1.9,-7.5,0.9,-1.35,-0.44,-1.79
1161,Fred Jones,20460,-311.5,-56,-367.6,41.6,-1.52,-0.27,-1.8
1162,Timofey Mozgov,8209,-84.4,-63.4,-147.7,16.4,-1.03,-0.77,-1.8
1163,Ryan Reid,30.5,-0.3,-0.3,-0.5,0.1,-0.89,-0.91,-1.8
1164,Malik Hairston,915.5,-7.4,-8.9,-16.5,1.8,-0.8,-0.97,-1.8
1165,Mike Muscala,186,-2.4,-0.9,-3.3,0.4,-1.3,-0.5,-1.8
1166,Kevinn Pinkney,186.5,-1.5,-1.6,-3.4,0.4,-0.82,-0.88,-1.8
1167,Otto Porter,926,-14.8,-1.9,-16.7,1.9,-1.6,-0.2,-1.8
1168,Erik Daniels,138.5,-2.2,-0.1,-2.5,0.3,-1.59,-0.1,-1.8
1169,Tim Breaux,56.9,-0.7,-0.3,-1,0.1,-1.24,-0.57,-1.81
1170,Nathan Jawai,871,-13,-2.8,-15.8,1.6,-1.49,-0.32,-1.81
1171,Aaron Williams,24407.4,-394.9,-48,-442.7,45.4,-1.62,-0.2,-1.81
1172,Solomon Alabi,342.5,-4.1,-1.8,-6.2,0.6,-1.21,-0.51,-1.82
1173,Chris Richard,1506,-14.9,-12.5,-27.4,2.7,-0.99,-0.83,-1.82
1174,Hamady N'Diaye,435,-5.9,-2.1,-7.9,0.8,-1.35,-0.47,-1.82
1175,James Robinson,6192.4,72.8,-185.6,-112.7,11.1,1.18,-3,-1.82
1176,Tamar Slay,1014,-8.9,-9.6,-18.5,1.8,-0.88,-0.94,-1.82
1177,Evan Turner,20761.5,-273.2,-102.3,-380.4,34.8,-1.32,-0.49,-1.83
1178,Didier Ilunga-Mbenga,3181.5,-61.8,4,-58.5,5.1,-1.94,0.13,-1.84
1179,Khalid Reeves,6742.5,-31.4,-92.7,-124,10.8,-0.47,-1.37,-1.84
1180,Gerald Green,15941,-289.1,-4.6,-293.4,25.5,-1.81,-0.03,-1.84
1181,James Johnson,10526,-227.4,30.5,-194.3,16.2,-2.16,0.29,-1.85
1182,Ivan Johnson,3443.5,-61.2,-2.5,-63.7,5.1,-1.78,-0.07,-1.85
1183,Devin Gray,361.1,-3,-3.7,-6.7,0.5,-0.83,-1.03,-1.86
1184,Lamond Murray,27867.9,-250.1,-264.2,-518.6,38.8,-0.9,-0.95,-1.86
1185,Derek Harper,9877.2,34.3,-219,-184.6,12.9,0.35,-2.22,-1.87
1186,Dalibor Bagaric,1849,-14.4,-19.6,-34.6,2.4,-0.78,-1.06,-1.87
1187,Rodrick Rhodes,2431.9,-64.3,18.8,-45.7,2.9,-2.64,0.77,-1.88
1188,Rafael Araujo,3114,-66,9.3,-58.6,3.7,-2.12,0.3,-1.88
1189,DeJuan Blair,14797.5,-151.6,-125.3,-279.5,16.4,-1.02,-0.85,-1.89
1190,Eric Montross,9275.1,-195.6,19.8,-175.8,9.7,-2.11,0.21,-1.9
1191,Ruben Boumtje-Boumtje,504.5,-4.2,-5.4,-9.6,0.5,-0.83,-1.07,-1.9
1192,Robert Hite,251.5,-3.3,-1.5,-4.8,0.3,-1.31,-0.6,-1.9
1193,Chris McCray,22.5,-0.2,-0.2,-0.4,0,-1.02,-0.88,-1.9
1194,Pape Sy,59,-0.6,-0.5,-1.1,0.1,-1.1,-0.8,-1.9
1195,Jerry Smith,85.5,-0.9,-0.7,-1.6,0.1,-1.08,-0.81,-1.9
1196,Taurean Green,148,-0.9,-2,-2.8,0.1,-0.59,-1.32,-1.9
1197,Peyton Siva,276,-4.7,-0.6,-5.2,0.3,-1.7,-0.2,-1.9
1198,Shane Larkin,1649,-24.7,-6.6,-31.3,1.6,-1.5,-0.4,-1.9
1199,Dontell Jefferson,154.5,-2,-1,-2.9,0.2,-1.26,-0.62,-1.9
1200,Maceo Baston,1634,-20.6,-9.6,-31.1,1.6,-1.26,-0.58,-1.9
1201,Armon Johnson,778.5,-16.5,1.8,-14.8,0.7,-2.12,0.23,-1.91
1202,Nate Driggers,283.9,-4,-1.4,-5.4,0.3,-1.42,-0.49,-1.91
1203,Anthony Davis,10278,-31.2,-165.3,-196.5,9,-0.3,-1.61,-1.91
1204,Pape Sow,1680.5,-17.1,-14.7,-32.3,1.3,-1.02,-0.87,-1.92
1205,Jordan Hamilton,4464,-48.4,-40.1,-85.7,3.6,-1.08,-0.9,-1.92
1206,Eddy Curry,24950.5,-276.8,-202.7,-479.5,19.5,-1.11,-0.81,-1.92
1207,Jon Leuer,3512.5,-8.8,-58.8,-67.5,2.7,-0.25,-1.67,-1.92
1208,Norris Cole,10561.5,-153.3,-44.3,-203.1,8.1,-1.45,-0.42,-1.92
1209,Marco Belinelli,21298,-56.4,-353.8,-410.6,15.4,-0.26,-1.66,-1.93
1210,Courtney Sims,51.5,-0.6,-0.4,-1,0,-1.08,-0.85,-1.93
1211,Reggie Hanson,52.2,-0.6,-0.4,-1,0,-1.08,-0.85,-1.93
1212,Tornike Shengelia,702,-9.9,-4.3,-13.6,0.5,-1.41,-0.61,-1.93
1213,Carlos Delfino,22688,-242.3,-190.3,-438.7,15.1,-1.07,-0.84,-1.93
1214,Greg Smith,2262,-18.1,-25.7,-43.8,1.5,-0.8,-1.14,-1.94
1215,Eddie Gill,3763.5,-53.3,-19.7,-73,2.3,-1.42,-0.52,-1.94
1216,Bimbo Coles,15801.3,-145.7,-159.5,-306.8,9.2,-0.92,-1.01,-1.94
1217,Clarence Weatherspoon,19422.6,-267.2,-111.9,-377.5,11,-1.38,-0.58,-1.94
1218,Maurice Evans,22461,-179.1,-255.9,-436.6,12.6,-0.8,-1.14,-1.94
1219,Malik Allen,14194,-254.2,-23.4,-276.8,7.1,-1.79,-0.16,-1.95
1220,D.J. White,3838,-37.5,-37.2,-74.9,1.9,-0.98,-0.97,-1.95
1221,Tom Chambers,184.6,-1.8,-1.9,-3.6,0.1,-0.95,-1,-1.96
1222,Sam Mitchell,17612,-133,-211.2,-344.8,7.4,-0.76,-1.2,-1.96
1223,Brian Skinner,21262.5,-317.6,-100.5,-416.6,8.7,-1.49,-0.47,-1.96
