name,hgt,stre,spd,jmp,endu,ins,dnk,ft,fg,tp,diq,oiq,drb,pss,reb,ovr,new_ovr,diff,hgt_auto,stre_auto,spd_auto,jmp_auto,endu_auto,ins_auto,dnk_auto,ft_auto,fg_auto,tp_auto,diq_auto,oiq_auto,drb_auto,pss_auto,reb_auto,ovr_auto,new_ovr_auto,diff_auto,AUTOdiff
Jalen Smith,67,39,50,55,32,56,55,32,33,35,45,35,24,24,65,44.24758,45.66280822028621,1.4152282202862096,67,39,50,55,32,56,55,32,33,35,45,35,24,24,65,44.24758,45.66280822028621,1.4152282202862096,0.0
Jalen Suggs,37,31,65,42,32,28,62,59,51,50,28,44,62,58,31,44.20378,46.202677122223456,1.998897122223454,37,31,65,42,32,28,62,59,51,50,28,44,62,58,31,44.20378,46.202677122223456,1.998897122223454,0.0
Jamal Crawford,41,30,63,44,31,44,60,75,70,61,28,50,73,46,22,46.62408,47.68610343974723,1.0620234397472288,41,30,63,44,31,44,60,75,70,61,28,50,73,46,22,46.62408,47.68610343974723,1.0620234397472288,0.0
Jamal Murray,41,45,65,68,60,66,88,66,84,66,44,63,64,60,70,57.58158,57.19825810914016,-0.3833218908598397,41,45,65,68,60,66,88,66,84,66,44,63,64,60,70,57.58158,57.19825810914016,-0.3833218908598397,0.0
James Akinjo,22,36,63,50,38,21,54,68,51,55,32,43,66,55,31,43.52928,45.21368888437299,1.684408884372992,22,36,63,50,38,21,54,68,51,55,32,43,66,55,31,43.52928,45.21368888437299,1.684408884372992,0.0
James Ennis,48,66,56,63,50,43,66,52,55,55,42,52,28,25,51,49.77688,49.292840236013596,-0.48403976398640225,48,66,56,63,50,43,66,52,55,55,42,52,28,25,51,49.77688,49.292840236013596,-0.48403976398640225,0.0
James Harden,43,74,74,80,81,84,95,73,90,83,42,74,82,77,60,68.22268,68.3114481696296,0.08876816962960277,43,74,74,80,81,84,95,73,90,83,42,74,82,77,60,68.22268,68.3114481696296,0.08876816962960277,0.0
James Johnson,50,58,53,60,35,56,63,37,41,42,56,48,45,43,42,50.41748,50.0306292464219,-0.38685075357809495,50,58,53,60,35,56,63,37,41,42,56,48,45,43,42,50.41748,50.0306292464219,-0.38685075357809495,0.0
James Nunnally,48,42,47,37,34,35,53,66,38,63,44,45,36,34,43,45.02588,44.956362402172516,-0.06951759782748468,48,42,47,37,34,35,53,66,38,63,44,45,36,34,43,45.02588,44.956362402172516,-0.06951759782748468,0.0
James Wiseman,70,59,45,50,47,68,65,27,42,30,59,46,38,37,68,51.77078,49.8996223118261,-1.871157688173902,70,59,45,50,47,68,65,27,42,30,59,46,38,37,68,51.77078,49.8996223118261,-1.871157688173902,0.0
James Young,44,45,56,55,42,32,56,59,55,57,30,36,38,28,31,42.99758,44.19473468310321,1.1971546831032143,44,45,56,55,42,32,56,59,55,57,30,36,38,28,31,42.99758,44.19473468310321,1.1971546831032143,0.0
Jared Dudley,48,57,43,40,40,55,56,63,60,67,49,46,35,40,34,48.17018,46.02845403055723,-2.141725969442774,48,57,43,40,40,55,56,63,60,67,49,46,35,40,34,48.17018,46.02845403055723,-2.141725969442774,0.0
Jared Harper,19,28,61,44,47,28,58,66,52,51,40,50,66,58,14,44.54828,43.89113434265859,-0.6571456573414096,19,28,61,44,47,28,58,66,52,51,40,50,66,58,14,44.54828,43.89113434265859,-0.6571456573414096,0.0
Jared Terrell,33,26,53,46,26,53,52,57,55,42,37,38,43,43,31,39.55788,39.90847123521315,0.3505912352131517,33,26,53,46,26,53,52,57,55,42,37,38,43,43,31,39.55788,39.90847123521315,0.3505912352131517,0.0
Jarell Martin,56,60,43,55,43,59,65,52,50,39,53,40,30,24,67,47.463680000000004,46.01095311842699,-1.4527268815730139,56,60,43,55,43,59,65,52,50,39,53,40,30,24,67,47.463680000000004,46.01095311842699,-1.4527268815730139,0.0
Jaren Jackson Jr.,64,56,60,64,45,63,70,72,59,52,58,43,40,34,56,55.02648,54.777945550914474,-0.24853444908552547,64,56,60,64,45,63,70,72,59,52,58,43,40,34,56,55.02648,54.777945550914474,-0.24853444908552547,0.0
Jaron Blossomgame,48,60,53,49,32,38,71,50,52,32,54,42,36,58,56,48.57588,47.37875862292814,-1.1971213770718592,48,60,53,49,32,38,71,50,52,32,54,42,36,58,56,48.57588,47.37875862292814,-1.1971213770718592,0.0
Jarred Vanderbilt,55,50,53,55,38,48,44,28,45,34,42,34,33,30,68,43.81668,44.76889573117502,0.9522157311750234,55,50,53,55,38,48,44,28,45,34,42,34,33,30,68,43.81668,44.76889573117502,0.9522157311750234,0.0
Jarrell Brantley,41,32,50,41,24,46,55,42,53,30,40,45,44,36,68,40.75208,40.48096824478387,-0.2711117552161326,41,32,50,41,24,46,55,42,53,30,40,45,44,36,68,40.75208,40.48096824478387,-0.2711117552161326,0.0
Jarrett Allen,63,62,55,74,44,72,76,57,58,22,53,58,31,36,75,53.94248,52.72045702641181,-1.2220229735881958,63,62,55,74,44,72,76,57,58,22,53,58,31,36,75,53.94248,52.72045702641181,-1.2220229735881958,0.0
Jarrett Culver,41,40,55,65,40,50,63,34,62,58,37,53,40,44,55,47.18128,47.876963561563294,0.6956835615632926,41,40,55,65,40,50,63,34,62,58,37,53,40,44,55,47.18128,47.876963561563294,0.6956835615632926,0.0
Jarrett Jack,35,28,53,44,39,24,55,63,57,45,34,52,70,64,27,45.07028,44.70337182855814,-0.3669081714418567,35,28,53,44,39,24,55,63,57,45,34,52,70,64,27,45.07028,44.70337182855814,-0.3669081714418567,0.0
Jarrod Uthoff,56,25,50,39,38,31,25,16,27,8,35,35,30,29,41,36.291579999999996,36.28730582909506,-0.004274170904935204,56,25,50,39,38,31,25,16,27,8,35,35,30,29,41,36.291579999999996,36.28730582909506,-0.004274170904935204,0.0
Jarron Cumberland,41,28,59,48,33,23,60,59,65,43,48,52,42,56,48,46.85948,45.611275835367415,-1.2482041646325825,41,28,59,48,33,23,60,59,65,43,48,52,42,56,48,46.85948,45.611275835367415,-1.2482041646325825,0.0
Jase Febres,41,36,62,52,22,39,57,25,48,40,31,35,37,35,48,39.839079999999996,42.32531002979277,2.4862300297927717,41,36,62,52,22,39,57,25,48,40,31,35,37,35,48,39.839079999999996,42.32531002979277,2.4862300297927717,0.0
Jason Smith,67,78,24,48,36,53,57,74,69,30,52,49,21,20,75,47.49048,42.82299779019396,-4.667482209806039,67,78,24,48,36,53,57,74,69,30,52,49,21,20,75,47.49048,42.82299779019396,-4.667482209806039,0.0
Javonte Green,41,52,51,53,33,38,53,30,41,33,43,46,45,45,57,44.42428,44.62877235941557,0.20449235941556765,41,52,51,53,33,38,53,30,41,33,43,46,45,45,57,44.42428,44.62877235941557,0.20449235941556765,0.0
Jawun Evans,22,28,66,48,32,4,54,62,32,52,30,45,62,65,20,42.27428,45.09278603472678,2.8185060347267807,22,28,66,48,32,4,54,62,32,52,30,45,62,65,20,42.27428,45.09278603472678,2.8185060347267807,0.0
Jaxson Hayes,64,45,55,70,40,63,65,30,39,0,54,48,40,28,63,48.30718,47.63388930077111,-0.6732906992288932,64,45,55,70,40,63,65,30,39,0,54,48,40,28,63,48.30718,47.63388930077111,-0.6732906992288932,0.0
Jaylen Adams,29,29,57,42,26,24,49,55,45,40,33,44,60,55,29,40.59518,41.62407229259247,1.0288922925924737,29,29,57,42,26,24,49,55,45,40,33,44,60,55,29,40.59518,41.62407229259247,1.0288922925924737,0.0
Jaylen Brown,57,64,74,60,72,77,88,40,77,63,39,62,52,48,73,60.03488,59.98536323342037,-0.04951676657962878,57,64,74,60,72,77,88,40,77,63,39,62,52,48,73,60.03488,59.98536323342037,-0.04951676657962878,0.0
Jaylen Hands,33,22,63,52,35,23,46,52,40,44,35,48,56,55,33,43.23948,45.02385625607092,1.7843762560709209,33,22,63,52,35,23,46,52,40,44,35,48,56,55,33,43.23948,45.02385625607092,1.7843762560709209,0.0
Jaylen Hoard,54,44,60,65,35,50,50,44,45,30,43,46,40,36,66,47.12248,48.53188848288426,1.4094084828842597,54,44,60,65,35,50,50,44,45,30,43,46,40,36,66,47.12248,48.53188848288426,1.4094084828842597,0.0
Jaylen Morris,41,20,56,61,28,21,47,35,55,58,43,42,38,45,30,43.10008,44.06521709615585,0.9651370961558499,41,20,56,61,28,21,47,35,55,58,43,42,38,45,30,43.10008,44.06521709615585,0.9651370961558499,0.0
Jaylen Nowell,37,34,55,54,32,35,64,32,60,42,44,35,40,49,40,42.50908,42.46321626052225,-0.04586373947774547,37,34,55,54,32,35,64,32,60,42,44,35,40,49,40,42.50908,42.46321626052225,-0.04586373947774547,0.0
Jayson Tatum,54,53,66,75,65,68,79,65,73,71,45,63,58,39,71,59.57978,59.98960989344644,0.4098298934464424,54,53,66,75,65,68,79,65,73,71,45,63,58,39,71,59.57978,59.98960989344644,0.4098298934464424,0.0
Jeff Green,56,45,59,63,56,59,70,70,65,53,34,50,46,42,48,51.34778,51.819562477938035,0.47178247793803507,56,45,59,63,56,59,70,70,65,53,34,50,46,42,48,51.34778,51.819562477938035,0.47178247793803507,0.0
Jeff Teague,30,36,68,44,51,59,70,62,67,51,44,54,73,60,51,50.91068,50.40283959240092,-0.5078404075990761,30,36,68,44,51,59,70,62,67,51,44,54,73,60,51,50.91068,50.40283959240092,-0.5078404075990761,0.0
Jemerrio Jones,40,27,61,62,21,52,58,10,40,35,45,33,40,47,69,41.84198,44.80602947101811,2.9640494710181073,40,27,61,62,21,52,58,10,40,35,45,33,40,47,69,41.84198,44.80602947101811,2.9640494710181073,0.0
Jerami Grant,53,52,50,75,55,66,74,44,62,49,51,56,39,31,58,52.71948,51.37456296486427,-1.3449170351357296,53,52,50,75,55,66,74,44,62,49,51,56,39,31,58,52.71948,51.37456296486427,-1.3449170351357296,0.0
Jeremiah Martin,30,37,57,48,38,33,66,35,61,32,38,48,64,52,40,43.70198,42.91303796039482,-0.7889420396051818,30,37,57,48,38,33,66,35,61,32,38,48,64,52,40,43.70198,42.91303796039482,-0.7889420396051818,0.0
Jeremiah Robinson-Earl,56,57,53,62,33,60,66,57,54,0,45,39,27,24,65,43.934380000000004,42.943586324557145,-0.990793675442859,56,57,53,62,33,60,66,57,54,0,45,39,27,24,65,43.934380000000004,42.943586324557145,-0.990793675442859,0.0
Jeremy Lamb,41,48,66,64,57,36,84,67,83,66,42,58,48,40,57,53.76488,52.83019032039324,-0.9346896796067554,41,48,66,64,57,36,84,67,83,66,42,58,48,40,57,53.76488,52.83019032039324,-0.9346896796067554,0.0
Jeremy Lin,33,20,58,47,36,39,70,62,60,59,31,52,70,54,45,45.43628,46.66018156583302,1.2239015658330246,33,20,58,47,36,39,70,62,60,59,31,52,70,54,45,45.43628,46.66018156583302,1.2239015658330246,0.0
Jeremy Roach,33,36,57,42,30,25,46,54,40,47,38,54,56,60,24,44.54168,44.90648660804328,0.36480660804328124,33,36,57,42,30,25,46,54,40,47,38,54,56,60,24,44.54168,44.90648660804328,0.36480660804328124,0.0
Jerian Grant,41,30,64,49,36,30,68,34,52,58,36,30,58,50,34,44.23948,46.611723225107106,2.3722432251071055,41,30,64,49,36,30,68,34,52,58,36,30,58,50,34,44.23948,46.611723225107106,2.3722432251071055,0.0
Jerome Robinson,42,44,50,46,40,31,52,53,73,60,42,49,43,38,34,46.01008,44.03447441802612,-1.9756055819738805,42,44,50,46,40,31,52,53,73,60,42,49,43,38,34,46.01008,44.03447441802612,-1.9756055819738805,0.0
Jerryd Bayless,33,33,52,46,30,35,62,27,62,41,43,48,64,59,42,44.30718,43.47253814560927,-0.8346418543907319,33,33,52,46,30,35,62,27,62,41,43,48,64,59,42,44.30718,43.47253814560927,-0.8346418543907319,0.0
Jessie Govan,63,78,20,42,26,40,55,62,39,0,34,35,23,18,70,37.70308,35.444579554750085,-2.258500445249915,63,78,20,42,26,40,55,62,39,0,34,35,23,18,70,37.70308,35.444579554750085,-2.258500445249915,0.0
Jevon Carter,29,22,56,54,29,22,62,64,57,30,45,45,58,55,36,42.64528,42.11944960406066,-0.5258303959393373,29,22,56,54,29,22,62,64,57,30,45,45,58,55,36,42.64528,42.11944960406066,-0.5258303959393373,0.0
Jimmer Fredette,27,25,50,44,40,38,42,76,62,65,21,39,52,48,28,38.98858,40.20177059162921,1.213190591629214,27,25,50,44,40,38,42,76,62,65,21,39,52,48,28,38.98858,40.20177059162921,1.213190591629214,0.0
Jimmy Butler,51,66,67,70,83,55,92,70,86,55,55,67,69,54,50,63.886880000000005,60.617491685598004,-3.2693883144020006,51,66,67,70,83,55,92,70,86,55,55,67,69,54,50,63.886880000000005,60.617491685598004,-3.2693883144020006,0.0
Joakim Noah,66,76,41,50,40,60,54,30,31,0,56,50,55,61,73,51.47448,49.63529838407973,-1.8391816159202676,66,76,41,50,40,60,54,30,31,0,56,50,55,61,73,51.47448,49.63529838407973,-1.8391816159202676,0.0
Jodie Meeks,37,32,61,41,49,23,55,76,65,71,35,56,44,32,23,46.51268,45.445222748121786,-1.067457251878217,37,32,61,41,49,23,55,76,65,71,35,56,44,32,23,46.51268,45.445222748121786,-1.067457251878217,0.0
Joe Chealey,33,26,53,41,30,28,41,34,45,40,35,43,57,50,28,39.793279999999996,40.18943722816831,0.3961572281683132,33,26,53,41,30,28,41,34,45,40,35,43,57,50,28,39.793279999999996,40.18943722816831,0.3961572281683132,0.0
Joe Harris,43,35,56,55,51,35,68,63,65,81,32,67,55,35,48,50.98258,51.10254081682175,0.1199608168217523,43,35,56,55,51,35,68,63,65,81,32,67,55,35,48,50.98258,51.10254081682175,0.1199608168217523,0.0
Joe Ingles,53,53,54,41,51,24,58,57,46,77,60,59,61,50,57,56.74698,55.44508841871562,-1.30189158128438,53,53,54,41,51,24,58,57,46,77,60,59,61,50,57,56.74698,55.44508841871562,-1.30189158128438,0.0
Joe Johnson,49,55,54,44,48,35,60,72,63,60,34,40,67,61,32,49.78938,50.06819401752008,0.2788140175200766,49,55,54,44,48,35,60,72,63,60,34,40,67,61,32,49.78938,50.06819401752008,0.2788140175200766,0.0
Joel Embiid,72,83,59,70,53,93,92,52,70,40,49,76,42,55,92,63.66498000000001,62.35393987007837,-1.3110401299216363,72,83,59,70,53,93,92,52,70,40,49,76,42,55,92,63.66498000000001,62.35393987007837,-1.3110401299216363,0.0
John Collins,54,69,63,70,62,86,82,48,40,33,30,64,32,43,81,53.45178,55.004229947093535,1.5524499470935353,54,69,63,70,62,86,82,48,40,33,30,64,32,43,81,53.45178,55.004229947093535,1.5524499470935353,0.0
John Henson,58,64,51,68,55,68,67,10,59,0,60,59,27,29,79,50.97168,46.97485740536342,-3.9968225946365763,58,64,51,68,55,68,67,10,59,0,60,59,27,29,79,50.97168,46.97485740536342,-3.9968225946365763,0.0
John Holland,42,36,51,44,31,20,65,50,55,60,43,45,34,34,36,43.70128,42.99970934258035,-0.7015706574196443,42,36,51,44,31,20,65,50,55,60,43,45,34,34,36,43.70128,42.99970934258035,-0.7015706574196443,0.0
John Jenkins,37,20,61,46,43,23,55,68,69,70,22,22,53,37,18,39.46388,41.72218310847832,2.258303108478316,37,20,61,46,43,23,55,68,69,70,22,22,53,37,18,39.46388,41.72218310847832,2.258303108478316,0.0
John Konchar,39,19,56,39,40,22,55,72,54,55,16,48,60,62,36,42.01878,43.95580729165726,1.9370272916572588,39,19,56,39,40,22,55,72,54,55,16,48,60,62,36,42.01878,43.95580729165726,1.9370272916572588,0.0
John Petty,40,19,61,41,42,23,61,43,50,52,32,48,52,40,53,43.23978,44.253951445819055,1.014171445819052,40,19,61,41,42,23,61,43,50,52,32,48,52,40,53,43.23978,44.253951445819055,1.014171445819052,0.0
John Stockton,27,50,61,51,56,50,65,65,60,50,66,70,77,79,50,58.02508,54.92979506942852,-3.0952849305714807,27,50,61,51,56,50,65,65,60,50,66,70,77,79,50,58.02508,54.92979506942852,-3.0952849305714807,0.0
John Wall,44,26,85,78,62,44,86,40,73,55,42,68,65,61,31,57.988479999999996,58.74819744481527,0.7597174448152728,44,26,85,78,62,44,86,40,73,55,42,68,65,61,31,57.988479999999996,58.74819744481527,0.7597174448152728,0.0
Johnathan Motley,53,65,44,54,36,61,57,61,29,0,47,42,35,29,61,43.79858,42.78468707135741,-1.0138929286425906,53,65,44,54,36,61,57,61,29,0,47,42,35,29,61,43.79858,42.78468707135741,-1.0138929286425906,0.0
Johnathan Williams,56,58,48,58,33,46,53,44,39,30,44,38,39,44,58,45.99628,46.75890734358616,0.7626273435861606,56,58,48,58,33,46,53,44,39,30,44,38,39,44,58,45.99628,46.75890734358616,0.7626273435861606,0.0
Jon Leuer,59,68,37,37,37,65,67,50,58,27,47,45,35,35,68,46.52628,43.55757392447174,-2.96870607552826,59,68,37,37,37,65,67,50,58,27,47,45,35,35,68,46.52628,43.55757392447174,-2.96870607552826,0.0
Jonah Bolden,52,35,48,49,35,63,60,37,20,50,50,53,43,31,68,47.25458,48.33847792654392,1.0838979265439264,52,35,48,49,35,63,60,37,20,50,50,53,43,31,68,47.25458,48.33847792654392,1.0838979265439264,0.0
Jonas Jerebko,59,43,43,39,36,35,52,61,55,72,38,60,35,31,62,48.26878,47.515678764800256,-0.7531012351997433,59,43,43,39,36,35,52,61,55,72,38,60,35,31,62,48.26878,47.515678764800256,-0.7531012351997433,0.0
Jonas Valanciunas,68,77,47,49,42,77,72,60,60,36,45,60,52,45,86,55.46418,54.14361694277252,-1.3205630572274814,68,77,47,49,42,77,72,60,60,36,45,60,52,45,86,55.46418,54.14361694277252,-1.3205630572274814,0.0
Jonathan Isaac,65,49,55,69,53,68,73,60,37,58,62,49,44,49,76,57.70918,58.634297878875046,0.9251178788750423,65,49,55,69,53,68,73,60,37,58,62,49,44,49,76,57.70918,58.634297878875046,0.9251178788750423,0.0
Jonathan Kuminga,52,45,71,67,42,53,62,25,41,30,43,44,38,23,66,47.54678,49.60514734089205,2.0583673408920546,52,45,71,67,42,53,62,25,41,30,43,44,38,23,66,47.54678,49.60514734089205,2.0583673408920546,0.0
Jonathon Simmons,44,58,57,75,37,45,70,53,59,37,30,56,29,48,36,47.28468,47.90351695362975,0.6188369536297458,44,58,57,75,37,45,70,53,59,37,30,56,29,48,36,47.28468,47.90351695362975,0.6188369536297458,0.0
Jontay Porter,63,59,43,42,34,50,51,53,59,59,38,36,27,27,62,45.35758,45.26329438563746,-0.09428561436254057,63,59,43,42,34,50,51,53,59,59,38,36,27,27,62,45.35758,45.26329438563746,-0.09428561436254057,0.0
Jordan Bell,57,46,50,80,41,63,69,30,35,13,59,50,38,44,69,50.24328,50.0519702578884,-0.19130974211159923,57,46,50,80,41,63,69,30,35,13,59,50,38,44,69,50.24328,50.0519702578884,-0.19130974211159923,0.0
Jordan Bone,35,28,62,56,32,23,54,61,45,40,38,45,57,49,32,43.84028,45.24984597955799,1.4095659795579891,35,28,62,56,32,23,54,61,45,40,38,45,57,49,32,43.84028,45.24984597955799,1.4095659795579891,0.0
Jordan Clarkson,41,39,64,63,53,37,82,57,70,68,24,58,55,36,21,49.22738,49.94992476611091,0.7225447661109143,41,39,64,63,53,37,82,57,70,68,24,58,55,36,21,49.22738,49.94992476611091,0.7225447661109143,0.0
Jordan Loyd,37,35,56,46,38,32,65,55,52,56,26,53,53,51,14,44.23578,44.8008140989293,0.5650340989293028,37,35,56,46,38,32,65,55,52,56,26,53,53,51,14,44.23578,44.8008140989293,0.5650340989293028,0.0
Jordan McLaughlin,17,26,47,50,40,25,46,64,50,67,23,44,76,40,32,39.08968,40.83599155426729,1.7463115542672867,17,26,47,50,40,25,46,64,50,67,23,44,76,40,32,39.08968,40.83599155426729,1.7463115542672867,0.0
Jordan McRae,44,42,56,55,43,54,62,60,70,61,36,46,55,42,41,47.99208,48.24628716705224,0.2542071670522361,44,42,56,55,43,54,62,60,70,61,36,46,55,42,41,47.99208,48.24628716705224,0.2542071670522361,0.0
Jordan Nwora,52,42,43,46,42,26,65,60,55,69,28,39,46,25,62,43.72868,44.84133520411311,1.1126552041131106,52,42,43,46,42,26,65,60,55,69,28,39,46,25,62,43.72868,44.84133520411311,1.1126552041131106,0.0
Jordan Poole,37,20,54,48,40,28,48,63,55,55,28,42,52,55,29,41.82908,42.9968456100172,1.1677656100172058,37,20,54,48,40,28,48,63,55,55,28,42,52,55,29,41.82908,42.9968456100172,1.1677656100172058,0.0
Jordan Sibert,37,36,57,61,36,28,58,43,66,50,44,42,43,45,59,45.17348,45.424429070117505,0.2509490701175068,37,36,57,61,36,28,58,43,66,50,44,42,43,45,59,45.17348,45.424429070117505,0.2509490701175068,0.0
Josh Christopher,37,38,53,54,33,24,52,61,52,55,34,41,48,43,42,42.93288,44.22926225456817,1.2963822545681722,37,38,53,54,33,24,52,61,52,55,34,41,48,43,42,42.93288,44.22926225456817,1.2963822545681722,0.0
Josh Gray,14,22,61,46,36,28,59,40,57,57,20,43,66,63,6,38.80188,40.50576518993416,1.7038851899341623,14,22,61,46,36,28,59,40,57,57,20,43,66,63,6,38.80188,40.50576518993416,1.7038851899341623,0.0
Josh Green,43,51,73,62,35,30,60,25,63,59,36,36,38,30,35,46.05598,48.178407146841785,2.122427146841787,43,51,73,62,35,30,60,25,63,59,36,36,38,30,35,46.05598,48.178407146841785,2.122427146841787,0.0
Josh Hart,43,36,65,68,41,52,67,40,54,60,46,57,50,52,50,51.95968,53.261993523180045,1.3023135231800467,43,36,65,68,41,52,67,40,54,60,46,57,50,52,50,51.95968,53.261993523180045,1.3023135231800467,0.0
Josh Jackson,55,68,70,81,40,42,63,27,33,35,32,30,44,43,52,48.33188,53.257729728902916,4.925849728902918,55,68,70,81,40,42,63,27,33,35,32,30,44,43,52,48.33188,53.257729728902916,4.925849728902918,0.0
Josh Magette,22,8,51,46,42,18,43,62,52,52,34,43,72,79,26,41.35508,42.00778398044337,0.6527039804433699,22,8,51,46,42,18,43,62,52,52,34,43,72,79,26,41.35508,42.00778398044337,0.6527039804433699,0.0
Josh Okogie,44,52,59,78,47,33,69,62,58,57,56,48,45,47,42,53.30548,53.21466158085499,-0.0908184191450161,44,52,59,78,47,33,69,62,58,57,56,48,45,47,42,53.30548,53.21466158085499,-0.0908184191450161,0.0
Josh Reaves,40,35,63,56,35,21,43,35,41,42,50,32,32,32,59,42.65198,43.960286430015785,1.308306430015783,40,35,63,56,35,21,43,35,41,42,50,32,32,32,59,42.65198,43.960286430015785,1.308306430015783,0.0
Josh Richardson,45,48,67,74,55,45,77,68,72,68,47,57,52,62,52,57.088080000000005,57.53939961547435,0.45131961547434685,45,48,67,74,55,45,77,68,72,68,47,57,52,62,52,57.088080000000005,57.53939961547435,0.45131961547434685,0.0
Joshua Obiesie,50,28,51,49,25,28,46,55,33,39,26,35,53,59,27,40.689280000000004,43.66511048958193,2.9758304895819236,50,28,51,49,25,28,46,55,33,39,26,35,53,59,27,40.689280000000004,43.66511048958193,2.9758304895819236,0.0
Josiah-Jordan James,44,28,51,46,42,18,53,62,52,60,30,43,55,50,26,43.83688,44.61728159371222,0.7804015937122202,44,28,51,46,42,18,53,62,52,60,30,43,55,50,26,43.83688,44.61728159371222,0.7804015937122202,0.0
Jrue Holiday,37,28,59,65,73,44,85,53,76,60,53,64,72,55,71,56.15008,54.08475942665836,-2.065320573341644,37,28,59,65,73,44,85,53,76,60,53,64,72,55,71,56.15008,54.08475942665836,-2.065320573341644,0.0
Juan Hernangomez,58,50,55,58,38,55,54,70,58,55,39,49,43,43,65,50.45388,51.57293493452995,1.1190549345299488,58,50,55,58,38,55,54,70,58,55,39,49,43,43,65,50.45388,51.57293493452995,1.1190549345299488,0.0
Juhann Begarin,46,30,63,62,37,23,59,50,59,65,31,22,53,27,43,42.70348,46.24368318912737,3.540203189127368,46,30,63,62,37,23,59,50,59,65,31,22,53,27,43,42.70348,46.24368318912737,3.540203189127368,0.0
Julian Strawther,48,55,59,57,29,36,63,41,59,60,35,38,31,40,54,45.82678,47.7177134733811,1.8909334733811036,48,55,59,57,29,36,63,41,59,60,35,38,31,40,54,45.82678,47.7177134733811,1.8909334733811036,0.0
Julian Washburn,52,33,57,52,28,33,47,55,43,51,42,36,55,30,43,44.69618,46.65131985697765,1.9551398569776524,52,33,57,52,28,33,47,55,43,51,42,36,55,30,43,44.69618,46.65131985697765,1.9551398569776524,0.0
Julius Randle,58,67,58,62,62,77,77,48,40,36,40,60,40,50,89,54.91478,55.60576842725032,0.6909884272503177,58,67,58,62,62,77,77,48,40,36,40,60,40,50,89,54.91478,55.60576842725032,0.6909884272503177,0.0
Justin Anderson,44,42,53,44,46,36,52,65,60,63,34,44,42,33,45,45.01608,44.95077597587772,-0.06530402412228398,44,42,53,44,46,36,52,65,60,63,34,44,42,33,45,45.01608,44.95077597587772,-0.06530402412228398,0.0
Justin Holiday,44,19,59,46,57,36,60,62,64,71,52,57,55,47,34,51.66918,49.84913074182254,-1.8200492581774554,44,19,59,46,57,36,60,62,64,71,52,57,55,47,34,51.66918,49.84913074182254,-1.8200492581774554,0.0
Justin Jackson,59,47,51,49,32,51,40,53,40,53,38,41,32,31,38,45.04418,46.24266548186469,1.1984854818646937,59,47,51,49,32,51,40,53,40,53,38,41,32,31,38,45.04418,46.24266548186469,1.1984854818646937,0.0
Justin Jackson,59,47,51,49,32,51,40,53,40,53,38,41,32,31,38,45.04418,46.24266548186469,1.1984854818646937,56,43,58,66,39,44,62,41,58,50,34,44,58,59,26,49.60058,51.28372417190903,1.6831441719090279,4.556400000000004
Justin Jackson,56,43,58,66,39,44,62,41,58,50,34,44,58,59,26,49.60058,51.28372417190903,1.6831441719090279,59,47,51,49,32,51,40,53,40,53,38,41,32,31,38,45.04418,46.24266548186469,1.1984854818646937,-4.556400000000004
Justin Jackson,56,43,58,66,39,44,62,41,58,50,34,44,58,59,26,49.60058,51.28372417190903,1.6831441719090279,56,43,58,66,39,44,62,41,58,50,34,44,58,59,26,49.60058,51.28372417190903,1.6831441719090279,0.0
Justin James,48,33,56,48,34,29,53,50,55,48,35,44,50,44,34,44.46878,45.04298328130123,0.5742032813012301,48,33,56,48,34,29,53,50,55,48,35,44,50,44,34,44.46878,45.04298328130123,0.5742032813012301,0.0
Justin Patton,69,40,53,58,38,66,52,10,31,0,46,40,19,25,75,43.27028,43.493467038232836,0.2231870382328367,69,40,53,58,38,66,52,10,31,0,46,40,19,25,75,43.27028,43.493467038232836,0.2231870382328367,0.0
Justin Robinson,30,26,56,42,40,31,39,50,50,55,36,42,65,55,27,42.60908,43.275836340819225,0.6667563408192265,30,26,56,42,40,31,39,50,50,55,36,42,65,55,27,42.60908,43.275836340819225,0.6667563408192265,0.0
Justin Wright-Foreman,22,28,51,58,30,33,55,59,43,46,49,43,38,37,49,40.71368,40.843229069032795,0.12954906903279806,22,28,51,58,30,33,55,59,43,46,49,43,38,37,49,40.71368,40.843229069032795,0.12954906903279806,0.0
Justise Winslow,48,58,59,63,56,58,74,32,64,39,59,55,58,57,69,55.88168,54.075814885687016,-1.8058651143129865,48,58,59,63,56,58,74,32,64,39,59,55,58,57,69,55.88168,54.075814885687016,-1.8058651143129865,0.0
Jusuf Nurkic,72,85,43,43,51,85,88,54,77,0,62,63,51,52,86,57.96318,51.86086752625473,-6.102312473745272,72,85,43,43,51,85,88,54,77,0,62,63,51,52,86,57.96318,51.86086752625473,-6.102312473745272,0.0
Juwan Morgan,52,62,42,52,30,56,66,25,39,40,47,40,22,38,63,44.69548,44.53215785083952,-0.1633221491604857,52,62,42,52,30,56,66,25,39,40,47,40,22,38,63,44.69548,44.53215785083952,-0.1633221491604857,0.0
K.J. McDaniels,44,52,61,83,31,36,46,65,40,56,56,35,30,22,50,47.89928,50.26198083625103,2.3627008362510296,44,52,61,83,31,36,46,65,40,56,56,35,30,22,50,47.89928,50.26198083625103,2.3627008362510296,0.0
